label,county,state_abbr,state_name,fips,ers_region
"Rush County, KS",Rush County,KS,Kansas,20165,Prairie Gateway
"Rusk County, TX",Rusk County,TX,Texas,48401,Southern Seaboard
"Rusk County, WI",Rusk County,WI,Wisconsin,55107,Northern Crescent
"Russell County, AL",Russell County,AL,Alabama,1113,Southern Seaboard
"Russell County, KS",Russell County,KS,Kansas,20167,Prairie Gateway
"Russell County, KY",Russell County,KY,Kentucky,21207,Eastern Uplands
"Russell County, VA",Russell County,VA,Virginia,51167,Eastern Uplands
"Rutherford County, NC",Rutherford County,NC,North Carolina,37161,Eastern Uplands
"Rutherford County, TN",Rutherford County,TN,Tennessee,47149,Eastern Uplands
"Rutland County, VT",Rutland County,VT,Vermont,50021,Northern Crescent
"Sabine County, TX",Sabine County,TX,Texas,48403,Southern Seaboard
"Sabine Parish, LA",Sabine Parish,LA,Louisiana,22085,Southern Seaboard
"Sac County, IA",Sac County,IA,Iowa,19161,Heartland
"Sacramento County, CA",Sacramento County,CA,California,6067,Fruitful Rim
"Sagadahoc County, ME",Sagadahoc County,ME,Maine,23023,Northern Crescent
"Saginaw County, MI",Saginaw County,MI,Michigan,26145,Northern Crescent
"Saguache County, CO",Saguache County,CO,Colorado,8109,Basin and Range
"Salem City, VA",Salem City,VA,Virginia,51775,Eastern Uplands
"Salem County, NJ",Salem County,NJ,New Jersey,34033,Northern Crescent
"Saline County, AR",Saline County,AR,Arkansas,5125,Eastern Uplands
"Saline County, IL",Saline County,IL,Illinois,17165,Heartland
"Saline County, KS",Saline County,KS,Kansas,20169,Prairie Gateway
"Saline County, MO",Saline County,MO,Missouri,29195,Heartland
"Saline County, NE",Saline County,NE,Nebraska,31151,Prairie Gateway
"Salt Lake County, UT",Salt Lake County,UT,Utah,49035,Basin and Range
"Saluda County, SC",Saluda County,SC,South Carolina,45081,Southern Seaboard
"Sampson County, NC",Sampson County,NC,North Carolina,37163,Southern Seaboard
"San Augustine County, TX",San Augustine County,TX,Texas,48405,Southern Seaboard
"San Benito County, CA",San Benito County,CA,California,6069,Fruitful Rim
"San Bernardino County, CA",San Bernardino County,CA,California,6071,Fruitful Rim
"San Diego County, CA",San Diego County,CA,California,6073,Fruitful Rim
"San Francisco County, CA",San Francisco County,CA,California,6075,Fruitful Rim
"San Jacinto County, TX",San Jacinto County,TX,Texas,48407,Southern Seaboard
"San Joaquin County, CA",San Joaquin County,CA,California,6077,Fruitful Rim
"San Juan County, CO",San Juan County,CO,Colorado,8111,Basin and Range
"San Juan County, NM",San Juan County,NM,New Mexico,35045,Basin and Range
"San Juan County, UT",San Juan County,UT,Utah,49037,Basin and Range
"San Juan County, WA",San Juan County,WA,Washington,53055,Fruitful Rim
"San Luis Obispo County, CA",San Luis Obispo County,CA,California,6079,Fruitful Rim
"San Mateo County, CA",San Mateo County,CA,California,6081,Fruitful Rim
"San Miguel County, CO",San Miguel County,CO,Colorado,8113,Basin and Range
"San Miguel County, NM",San Miguel County,NM,New Mexico,35047,Prairie Gateway
"San Patricio County, TX",San Patricio County,TX,Texas,48409,Fruitful Rim
"San Saba County, TX",San Saba County,TX,Texas,48411,Prairie Gateway
"Sanborn County, SD",Sanborn County,SD,South Dakota,46111,Heartland
"Sanders County, MT",Sanders County,MT,Montana,30089,Basin and Range
"Sandoval County, NM",Sandoval County,NM,New Mexico,35043,Basin and Range
"Sandusky County, OH",Sandusky County,OH,Ohio,39143,Northern Crescent
"Sangamon County, IL",Sangamon County,IL,Illinois,17167,Heartland
"Sanilac County, MI",Sanilac County,MI,Michigan,26151,Northern Crescent
"Sanpete County, UT",Sanpete County,UT,Utah,49039,Basin and Range
"Santa Barbara County, CA",Santa Barbara County,CA,California,6083,Fruitful Rim
"Santa Clara County, CA",Santa Clara County,CA,California,6085,Fruitful Rim
"Santa Cruz County, AZ",Santa Cruz County,AZ,Arizona,4023,Fruitful Rim
"Santa Cruz County, CA",Santa Cruz County,CA,California,6087,Fruitful Rim
"Santa Fe County, NM",Santa Fe County,NM,New Mexico,35049,Basin and Range
"Santa Rosa County, FL",Santa Rosa County,FL,Florida,12113,Fruitful Rim
"Sarasota County, FL",Sarasota County,FL,Florida,12115,Fruitful Rim
"Saratoga County, NY",Saratoga County,NY,New York,36091,Northern Crescent
"Sargent County, ND",Sargent County,ND,North Dakota,38081,Northern Great Plains
"Sarpy County, NE",Sarpy County,NE,Nebraska,31153,Heartland
"Sauk County, WI",Sauk County,WI,Wisconsin,55111,Northern Crescent
"Saunders County, NE",Saunders County,NE,Nebraska,31155,Heartland
"Sawyer County, WI",Sawyer County,WI,Wisconsin,55113,Northern Crescent
"Schenectady County, NY",Schenectady County,NY,New York,36093,Northern Crescent
"Schleicher County, TX",Schleicher County,TX,Texas,48413,Prairie Gateway
"Schley County, GA",Schley County,GA,Georgia,13249,Southern Seaboard
"Schoharie County, NY",Schoharie County,NY,New York,36095,Northern Crescent
"Schoolcraft County, MI",Schoolcraft County,MI,Michigan,26153,Northern Crescent
"Schuyler County, IL",Schuyler County,IL,Illinois,17169,Heartland
"Schuyler County, MO",Schuyler County,MO,Missouri,29197,Heartland
"Schuyler County, NY",Schuyler County,NY,New York,36097,Northern Crescent
"Schuylkill County, PA",Schuylkill County,PA,Pennsylvania,42107,Northern Crescent
"Scioto County, OH",Scioto County,OH,Ohio,39145,Heartland
"Scotland County, MO",Scotland County,MO,Missouri,29199,Heartland
"Scotland County, NC",Scotland County,NC,North Carolina,37165,Southern Seaboard
"Scott County, AR",Scott County,AR,Arkansas,5127,Eastern Uplands
"Scott County, IA",Scott County,IA,Iowa,19163,Heartland
"Scott County, IL",Scott County,IL,Illinois,17171,Heartland
"Scott County, IN",Scott County,IN,Indiana,18143,Heartland
"Scott County, KS",Scott County,KS,Kansas,20171,Prairie Gateway
"Scott County, KY",Scott County,KY,Kentucky,21209,Eastern Uplands
"Scott County, MN",Scott County,MN,Minnesota,27139,Northern Crescent
"Scott County, MO",Scott County,MO,Missouri,29201,Heartland
"Scott County, MS",Scott County,MS,Mississippi,28123,Mississippi Portal
"Scott County, TN",Scott County,TN,Tennessee,47151,Eastern Uplands
"Scott County, VA",Scott County,VA,Virginia,51169,Eastern Uplands
"Scotts Bluff County, NE",Scotts Bluff County,NE,Nebraska,31157,Northern Great Plains
"Screven County, GA",Screven County,GA,Georgia,13251,Southern Seaboard
"Scurry County, TX",Scurry County,TX,Texas,48415,Prairie Gateway
"Searcy County, AR",Searcy County,AR,Arkansas,5129,Eastern Uplands
"Sebastian County, AR",Sebastian County,AR,Arkansas,5131,Eastern Uplands
"Sedgwick County, CO",Sedgwick County,CO,Colorado,8115,Northern Great Plains
"Sedgwick County, KS",Sedgwick County,KS,Kansas,20173,Prairie Gateway
"Seminole County, FL",Seminole County,FL,Florida,12117,Fruitful Rim
"Seminole County, GA",Seminole County,GA,Georgia,13253,Southern Seaboard
"Seminole County, OK",Seminole County,OK,Oklahoma,40133,Prairie Gateway
"Seneca County, NY",Seneca County,NY,New York,36099,Northern Crescent
"Seneca County, OH",Seneca County,OH,Ohio,39147,Northern Crescent
"Sequatchie County, TN",Sequatchie County,TN,Tennessee,47153,Eastern Uplands
"Sequoyah County, OK",Sequoyah County,OK,Oklahoma,40135,Eastern Uplands
"Sevier County, AR",Sevier County,AR,Arkansas,5133,Eastern Uplands
"Sevier County, TN",Sevier County,TN,Tennessee,47155,Eastern Uplands
"Sevier County, UT",Sevier County,UT,Utah,49041,Basin and Range
"Seward County, KS",Seward County,KS,Kansas,20175,Prairie Gateway
"Seward County, NE",Seward County,NE,Nebraska,31159,Heartland
"Shackelford County, TX",Shackelford County,TX,Texas,48417,Prairie Gateway
"Shannon County, MO",Shannon County,MO,Missouri,29203,Eastern Uplands
"Sharkey County, MS",Sharkey County,MS,Mississippi,28125,Mississippi Portal
"Sharp County, AR",Sharp County,AR,Arkansas,5135,Eastern Uplands
"Shasta County, CA",Shasta County,CA,California,6089,Basin and Range
"Shawano County, WI",Shawano County,WI,Wisconsin,55115,Northern Crescent
"Shawnee County, KS",Shawnee County,KS,Kansas,20177,Prairie Gateway
"Sheboygan County, WI",Sheboygan County,WI,Wisconsin,55117,Northern Crescent
"Shelby County, AL",Shelby County,AL,Alabama,1117,Eastern Uplands
"Shelby County, IA",Shelby County,IA,Iowa,19165,Heartland
"Shelby County, IL",Shelby County,IL,Illinois,17173,Heartland
"Shelby County, IN",Shelby County,IN,Indiana,18145,Heartland
"Shelby County, KY",Shelby County,KY,Kentucky,21211,Eastern Uplands
"Shelby County, MO",Shelby County,MO,Missouri,29205,Heartland
"Shelby County, OH",Shelby County,OH,Ohio,39149,Heartland
"Shelby County, TN",Shelby County,TN,Tennessee,47157,Mississippi Portal
"Shelby County, TX",Shelby County,TX,Texas,48419,Southern Seaboard
"Shenandoah County, VA",Shenandoah County,VA,Virginia,51171,Southern Seaboard
"Sherburne County, MN",Sherburne County,MN,Minnesota,27141,Northern Crescent
"Sheridan County, KS",Sheridan County,KS,Kansas,20179,Prairie Gateway
"Sheridan County, MT",Sheridan County,MT,Montana,30091,Northern Great Plains
"Sheridan County, ND",Sheridan County,ND,North Dakota,38083,Northern Great Plains
"Sheridan County, NE",Sheridan County,NE,Nebraska,31161,Northern Great Plains
"Sheridan County, WY",Sheridan County,WY,Wyoming,56033,Northern Great Plains
"Sherman County, KS",Sherman County,KS,Kansas,20181,Prairie Gateway
"Sherman County, NE",Sherman County,NE,Nebraska,31163,Prairie Gateway
"Sherman County, OR",Sherman County,OR,Oregon,41055,Basin and Range
"Sherman County, TX",Sherman County,TX,Texas,48421,Prairie Gateway
"Shiawassee County, MI",Shiawassee County,MI,Michigan,26155,Northern Crescent
"Shoshone County, ID",Shoshone County,ID,Idaho,16079,Basin and Range
"Sibley County, MN",Sibley County,MN,Minnesota,27143,Northern Crescent
"Sierra County, CA",Sierra County,CA,California,6091,Basin and Range
"Sierra County, NM",Sierra County,NM,New Mexico,35051,Basin and Range
"Silver Bow County, MT",Silver Bow County,MT,Montana,30093,Basin and Range
"Simpson County, KY",Simpson County,KY,Kentucky,21213,Heartland
"Simpson County, MS",Simpson County,MS,Mississippi,28127,Southern Seaboard
"Sioux County, IA",Sioux County,IA,Iowa,19167,Heartland
"Sioux County, ND",Sioux County,ND,North Dakota,38085,Northern Great Plains
"Sioux County, NE",Sioux County,NE,Nebraska,31165,Northern Great Plains
"Siskiyou County, CA",Siskiyou County,CA,California,6093,Basin and Range
"Sitka City and Borough, AK",Sitka City and Borough,AK,Alaska,2220,
"Skagit County, WA",Skagit County,WA,Washington,53057,Fruitful Rim
"Skagway Municipality, AK",Skagway Municipality,AK,Alaska,2230,
"Skamania County, WA",Skamania County,WA,Washington,53059,Fruitful Rim
"Slope County, ND",Slope County,ND,North Dakota,38087,Northern Great Plains
"Smith County, KS",Smith County,KS,Kansas,20183,Prairie Gateway
"Smith County, MS",Smith County,MS,Mississippi,28129,Southern Seaboard
"Smith County, TN",Smith County,TN,Tennessee,47159,Eastern Uplands
"Smith County, TX",Smith County,TX,Texas,48423,Southern Seaboard
"Smyth County, VA",Smyth County,VA,Virginia,51173,Eastern Uplands
"Snohomish County, WA",Snohomish County,WA,Washington,53061,Fruitful Rim
"Snyder County, PA",Snyder County,PA,Pennsylvania,42109,Northern Crescent
"Socorro County, NM",Socorro County,NM,New Mexico,35053,Basin and Range
"Solano County, CA",Solano County,CA,California,6095,Fruitful Rim
"Somerset County, MD",Somerset County,MD,Maryland,24039,Southern Seaboard
"Somerset County, ME",Somerset County,ME,Maine,23025,Northern Crescent
"Somerset County, NJ",Somerset County,NJ,New Jersey,34035,Northern Crescent
"Somerset County, PA",Somerset County,PA,Pennsylvania,42111,Eastern Uplands
"Somervell County, TX",Somervell County,TX,Texas,48425,Prairie Gateway
"Sonoma County, CA",Sonoma County,CA,California,6097,Fruitful Rim
"South Central Connecticut Planning Region, CT",South Central Connecticut Planning Region,CT,Connecticut,9170,
"Southampton County, VA",Southampton County,VA,Virginia,51175,Southern Seaboard
"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,AK,Alaska,2240,
"Southeastern Connecticut Planning Region, CT",Southeastern Connecticut Planning Region,CT,Connecticut,9180,
"Spalding County, GA",Spalding County,GA,Georgia,13255,Southern Seaboard
"Spartanburg County, SC",Spartanburg County,SC,South Carolina,45083,Southern Seaboard
"Spencer County, IN",Spencer County,IN,Indiana,18147,Heartland
"Spencer County, KY",Spencer County,KY,Kentucky,21215,Eastern Uplands
"Spink County, SD",Spink County,SD,South Dakota,46115,Northern Great Plains
"Spokane County, WA",Spokane County,WA,Washington,53063,Basin and Range
"Spotsylvania County, VA",Spotsylvania County,VA,Virginia,51177,Southern Seaboard
"St. Bernard Parish, LA",St. Bernard Parish,LA,Louisiana,22087,Mississippi Portal
"St. Charles County, MO",St. Charles County,MO,Missouri,29183,Heartland
"St. Charles Parish, LA",St. Charles Parish,LA,Louisiana,22089,Mississippi Portal
"St. Clair County, AL",St. Clair County,AL,Alabama,1115,Eastern Uplands
"St. Clair County, IL",St. Clair County,IL,Illinois,17163,Heartland
"St. Clair County, MI",St. Clair County,MI,Michigan,26147,Northern Crescent
"St. Clair County, MO",St. Clair County,MO,Missouri,29185,Heartland
"St. Croix County, WI",St. Croix County,WI,Wisconsin,55109,Northern Crescent
"St. Francis County, AR",St. Francis County,AR,Arkansas,5123,Mississippi Portal
"St. Francois County, MO",St. Francois County,MO,Missouri,29187,Heartland
"St. Helena Parish, LA",St. Helena Parish,LA,Louisiana,22091,Mississippi Portal
"St. James Parish, LA",St. James Parish,LA,Louisiana,22093,Mississippi Portal
"St. John the Baptist Parish, LA",St. John the Baptist Parish,LA,Louisiana,22095,Mississippi Portal
"St. Johns County, FL",St. Johns County,FL,Florida,12109,Fruitful Rim
"St. Joseph County, IN",St. Joseph County,IN,Indiana,18141,Heartland
"St. Joseph County, MI",St. Joseph County,MI,Michigan,26149,Northern Crescent
"St. Landry Parish, LA",St. Landry Parish,LA,Louisiana,22097,Mississippi Portal
"St. Lawrence County, NY",St. Lawrence County,NY,New York,36089,Northern Crescent
"St. Louis City, MO",St. Louis City,MO,Missouri,29510,Heartland
"St. Louis County, MN",St. Louis County,MN,Minnesota,27137,Northern Crescent
"St. Louis County, MO",St. Louis County,MO,Missouri,29189,Heartland
"St. Lucie County, FL",St. Lucie County,FL,Florida,12111,Fruitful Rim
"St. Martin Parish, LA",St. Martin Parish,LA,Louisiana,22099,Mississippi Portal
"St. Mary Parish, LA",St. Mary Parish,LA,Louisiana,22101,Mississippi Portal
"St. Mary's County, MD",St. Mary's County,MD,Maryland,24037,Southern Seaboard
"St. Tammany Parish, LA",St. Tammany Parish,LA,Louisiana,22103,Mississippi Portal
"Stafford County, KS",Stafford County,KS,Kansas,20185,Prairie Gateway
"Stafford County, VA",Stafford County,VA,Virginia,51179,Southern Seaboard
"Stanislaus County, CA",Stanislaus County,CA,California,6099,Fruitful Rim
"Stanley County, SD",Stanley County,SD,South Dakota,46117,Northern Great Plains
"Stanly County, NC",Stanly County,NC,North Carolina,37167,Southern Seaboard
"Stanton County, KS",Stanton County,KS,Kansas,20187,Prairie Gateway
"Stanton County, NE",Stanton County,NE,Nebraska,31167,Heartland
"Stark County, IL",Stark County,IL,Illinois,17175,Heartland
"Stark County, ND",Stark County,ND,North Dakota,38089,Northern Great Plains
"Stark County, OH",Stark County,OH,Ohio,39151,Northern Crescent
"Starke County, IN",Starke County,IN,Indiana,18149,Heartland
"Starr County, TX",Starr County,TX,Texas,48427,Fruitful Rim
"Staunton City, VA",Staunton City,VA,Virginia,51790,Eastern Uplands
"Ste. Genevieve County, MO",Ste. Genevieve County,MO,Missouri,29186,Heartland
"Stearns County, MN",Stearns County,MN,Minnesota,27145,Northern Crescent
"Steele County, MN",Steele County,MN,Minnesota,27147,Heartland
"Steele County, ND",Steele County,ND,North Dakota,38091,Northern Great Plains
"Stephens County, GA",Stephens County,GA,Georgia,13257,Southern Seaboard
"Stephens County, OK",Stephens County,OK,Oklahoma,40137,Prairie Gateway
"Stephens County, TX",Stephens County,TX,Texas,48429,Prairie Gateway
"Stephenson County, IL",Stephenson County,IL,Illinois,17177,Heartland
"Sterling County, TX",Sterling County,TX,Texas,48431,Prairie Gateway
"Steuben County, IN",Steuben County,IN,Indiana,18151,Heartland
"Steuben County, NY",Steuben County,NY,New York,36101,Northern Crescent
"Stevens County, KS",Stevens County,KS,Kansas,20189,Prairie Gateway
"Stevens County, MN",Stevens County,MN,Minnesota,27149,Heartland
"Stevens County, WA",Stevens County,WA,Washington,53065,Basin and Range
"Stewart County, GA",Stewart County,GA,Georgia,13259,Southern Seaboard
"Stewart County, TN",Stewart County,TN,Tennessee,47161,Mississippi Portal
"Stillwater County, MT",Stillwater County,MT,Montana,30095,Basin and Range
"Stoddard County, MO",Stoddard County,MO,Missouri,29207,Heartland
"Stokes County, NC",Stokes County,NC,North Carolina,37169,Southern Seaboard
"Stone County, AR",Stone County,AR,Arkansas,5137,Eastern Uplands
"Stone County, MO",Stone County,MO,Missouri,29209,Eastern Uplands
"Stone County, MS",Stone County,MS,Mississippi,28131,Southern Seaboard
"Stonewall County, TX",Stonewall County,TX,Texas,48433,Prairie Gateway
"Storey County, NV",Storey County,NV,Nevada,32029,Basin and Range
"Story County, IA",Story County,IA,Iowa,19169,Heartland
"Strafford County, NH",Strafford County,NH,New Hampshire,33017,Northern Crescent
"Stutsman County, ND",Stutsman County,ND,North Dakota,38093,Northern Great Plains
"Sublette County, WY",Sublette County,WY,Wyoming,56035,Basin and Range
"Suffolk City, VA",Suffolk City,VA,Virginia,51800,Southern Seaboard
"Suffolk County, MA",Suffolk County,MA,Massachusetts,25025,Northern Crescent
"Suffolk County, NY",Suffolk County,NY,New York,36103,Northern Crescent
"Sullivan County, IN",Sullivan County,IN,Indiana,18153,Heartland
"Sullivan County, MO",Sullivan County,MO,Missouri,29211,Heartland
"Sullivan County, NH",Sullivan County,NH,New Hampshire,33019,Northern Crescent
"Sullivan County, NY",Sullivan County,NY,New York,36105,Northern Crescent
"Sullivan County, PA",Sullivan County,PA,Pennsylvania,42113,Northern Crescent
"Sullivan County, TN",Sullivan County,TN,Tennessee,47163,Eastern Uplands
"Sully County, SD",Sully County,SD,South Dakota,46119,Northern Great Plains
"Summers County, WV",Summers County,WV,West Virginia,54089,Eastern Uplands
"Summit County, CO",Summit County,CO,Colorado,8117,Basin and Range
"Summit County, OH",Summit County,OH,Ohio,39153,Northern Crescent
"Summit County, UT",Summit County,UT,Utah,49043,Basin and Range
"Sumner County, KS",Sumner County,KS,Kansas,20191,Prairie Gateway
"Sumner County, TN",Sumner County,TN,Tennessee,47165,Eastern Uplands
"Sumter County, AL",Sumter County,AL,Alabama,1119,Southern Seaboard
"Sumter County, FL",Sumter County,FL,Florida,12119,Fruitful Rim
"Sumter County, GA",Sumter County,GA,Georgia,13261,Southern Seaboard
"Sumter County, SC",Sumter County,SC,South Carolina,45085,Southern Seaboard
"Sunflower County, MS",Sunflower County,MS,Mississippi,28133,Mississippi Portal
"Surry County, NC",Surry County,NC,North Carolina,37171,Southern Seaboard
"Surry County, VA",Surry County,VA,Virginia,51181,Southern Seaboard
"Susquehanna County, PA",Susquehanna County,PA,Pennsylvania,42115,Northern Crescent
"Sussex County, DE",Sussex County,DE,Delaware,10005,Southern Seaboard
"Sussex County, NJ",Sussex County,NJ,New Jersey,34037,Northern Crescent
"Sussex County, VA",Sussex County,VA,Virginia,51183,Southern Seaboard
"Sutter County, CA",Sutter County,CA,California,6101,Fruitful Rim
"Sutton County, TX",Sutton County,TX,Texas,48435,Prairie Gateway
"Suwannee County, FL",Suwannee County,FL,Florida,12121,Fruitful Rim
"Swain County, NC",Swain County,NC,North Carolina,37173,Eastern Uplands
"Sweet Grass County, MT",Sweet Grass County,MT,Montana,30097,Basin and Range
"Sweetwater County, WY",Sweetwater County,WY,Wyoming,56037,Basin and Range
"Swift County, MN",Swift County,MN,Minnesota,27151,Heartland
"Swisher County, TX",Swisher County,TX,Texas,48437,Prairie Gateway
"Switzerland County, IN",Switzerland County,IN,Indiana,18155,Heartland
"Talbot County, GA",Talbot County,GA,Georgia,13263,Southern Seaboard
"Talbot County, MD",Talbot County,MD,Maryland,24041,Southern Seaboard
"Taliaferro County, GA",Taliaferro County,GA,Georgia,13265,Southern Seaboard
"Talladega County, AL",Talladega County,AL,Alabama,1121,Southern Seaboard
"Tallahatchie County, MS",Tallahatchie County,MS,Mississippi,28135,Mississippi Portal
"Tallapoosa County, AL",Tallapoosa County,AL,Alabama,1123,Southern Seaboard
"Tama County, IA",Tama County,IA,Iowa,19171,Heartland
"Taney County, MO",Taney County,MO,Missouri,29213,Eastern Uplands
"Tangipahoa Parish, LA",Tangipahoa Parish,LA,Louisiana,22105,Mississippi Portal
"Taos County, NM",Taos County,NM,New Mexico,35055,Basin and Range
"Tarrant County, TX",Tarrant County,TX,Texas,48439,Prairie Gateway
"Tate County, MS",Tate County,MS,Mississippi,28137,Mississippi Portal
"Tattnall County, GA",Tattnall County,GA,Georgia,13267,Fruitful Rim
"Taylor County, FL",Taylor County,FL,Florida,12123,Fruitful Rim
"Taylor County, GA",Taylor County,GA,Georgia,13269,Southern Seaboard
"Taylor County, IA",Taylor County,IA,Iowa,19173,Heartland
"Taylor County, KY",Taylor County,KY,Kentucky,21217,Eastern Uplands
"Taylor County, TX",Taylor County,TX,Texas,48441,Prairie Gateway
"Taylor County, WI",Taylor County,WI,Wisconsin,55119,Northern Crescent
"Taylor County, WV",Taylor County,WV,West Virginia,54091,Eastern Uplands
"Tazewell County, IL",Tazewell County,IL,Illinois,17179,Heartland
"Tazewell County, VA",Tazewell County,VA,Virginia,51185,Eastern Uplands
"Tehama County, CA",Tehama County,CA,California,6103,Fruitful Rim
"Telfair County, GA",Telfair County,GA,Georgia,13271,Southern Seaboard
"Teller County, CO",Teller County,CO,Colorado,8119,Basin and Range
"Tensas Parish, LA",Tensas Parish,LA,Louisiana,22107,Mississippi Portal
"Terrebonne Parish, LA",Terrebonne Parish,LA,Louisiana,22109,Mississippi Portal
"Terrell County, GA",Terrell County,GA,Georgia,13273,Southern Seaboard
"Terrell County, TX",Terrell County,TX,Texas,48443,Fruitful Rim
"Terry County, TX",Terry County,TX,Texas,48445,Prairie Gateway
"Teton County, ID",Teton County,ID,Idaho,16081,Fruitful Rim
"Teton County, MT",Teton County,MT,Montana,30099,Northern Great Plains
"Teton County, WY",Teton County,WY,Wyoming,56039,Basin and Range
"Texas County, MO",Texas County,MO,Missouri,29215,Eastern Uplands
"Texas County, OK",Texas County,OK,Oklahoma,40139,Prairie Gateway
"Thayer County, NE",Thayer County,NE,Nebraska,31169,Prairie Gateway
"Thomas County, GA",Thomas County,GA,Georgia,13275,Southern Seaboard
"Thomas County, KS",Thomas County,KS,Kansas,20193,Prairie Gateway
"Thomas County, NE",Thomas County,NE,Nebraska,31171,Northern Great Plains
"Throckmorton County, TX",Throckmorton County,TX,Texas,48447,Prairie Gateway
"Thurston County, NE",Thurston County,NE,Nebraska,31173,Heartland
"Thurston County, WA",Thurston County,WA,Washington,53067,Fruitful Rim
"Tift County, GA",Tift County,GA,Georgia,13277,Southern Seaboard
"Tillamook County, OR",Tillamook County,OR,Oregon,41057,Fruitful Rim
"Tillman County, OK",Tillman County,OK,Oklahoma,40141,Prairie Gateway
"Tioga County, NY",Tioga County,NY,New York,36107,Northern Crescent
"Tioga County, PA",Tioga County,PA,Pennsylvania,42117,Northern Crescent
"Tippah County, MS",Tippah County,MS,Mississippi,28139,Mississippi Portal
"Tippecanoe County, IN",Tippecanoe County,IN,Indiana,18157,Heartland
"Tipton County, IN",Tipton County,IN,Indiana,18159,Heartland
"Tipton County, TN",Tipton County,TN,Tennessee,47167,Mississippi Portal
"Tishomingo County, MS",Tishomingo County,MS,Mississippi,28141,Mississippi Portal
"Titus County, TX",Titus County,TX,Texas,48449,Southern Seaboard
"Todd County, KY",Todd County,KY,Kentucky,21219,Heartland
"Todd County, MN",Todd County,MN,Minnesota,27153,Northern Crescent
"Todd County, SD",Todd County,SD,South Dakota,46121,Northern Great Plains
"Tom Green County, TX",Tom Green County,TX,Texas,48451,Prairie Gateway
"Tompkins County, NY",Tompkins County,NY,New York,36109,Northern Crescent
"Tooele County, UT",Tooele County,UT,Utah,49045,Basin and Range
"Toole County, MT",Toole County,MT,Montana,30101,Northern Great Plains
"Toombs County, GA",Toombs County,GA,Georgia,13279,Fruitful Rim
"Torrance County, NM",Torrance County,NM,New Mexico,35057,Prairie Gateway
"Towner County, ND",Towner County,ND,North Dakota,38095,Northern Great Plains
"Towns County, GA",Towns County,GA,Georgia,13281,Southern Seaboard
"Traill County, ND",Traill County,ND,North Dakota,38097,Northern Great Plains
"Transylvania County, NC",Transylvania County,NC,North Carolina,37175,Eastern Uplands
"Traverse County, MN",Traverse County,MN,Minnesota,27155,Heartland
"Travis County, TX",Travis County,TX,Texas,48453,Prairie Gateway
"Treasure County, MT",Treasure County,MT,Montana,30103,Basin and Range
"Trego County, KS",Trego County,KS,Kansas,20195,Prairie Gateway
"Trempealeau County, WI",Trempealeau County,WI,Wisconsin,55121,Northern Crescent
"Treutlen County, GA",Treutlen County,GA,Georgia,13283,Southern Seaboard
"Trigg County, KY",Trigg County,KY,Kentucky,21221,Heartland
"Trimble County, KY",Trimble County,KY,Kentucky,21223,Eastern Uplands
"Trinity County, CA",Trinity County,CA,California,6105,Basin and Range
"Trinity County, TX",Trinity County,TX,Texas,48455,Southern Seaboard
"Tripp County, SD",Tripp County,SD,South Dakota,46123,Northern Great Plains
"Troup County, GA",Troup County,GA,Georgia,13285,Southern Seaboard
"Trousdale County, TN",Trousdale County,TN,Tennessee,47169,Eastern Uplands
"Trumbull County, OH",Trumbull County,OH,Ohio,39155,Northern Crescent
"Tucker County, WV",Tucker County,WV,West Virginia,54093,Eastern Uplands
"Tulare County, CA",Tulare County,CA,California,6107,Fruitful Rim
"Tulsa County, OK",Tulsa County,OK,Oklahoma,40143,Eastern Uplands
"Tunica County, MS",Tunica County,MS,Mississippi,28143,Mississippi Portal
"Tuolumne County, CA",Tuolumne County,CA,California,6109,Basin and Range
"Turner County, GA",Turner County,GA,Georgia,13287,Southern Seaboard
"Turner County, SD",Turner County,SD,South Dakota,46125,Heartland
"Tuscaloosa County, AL",Tuscaloosa County,AL,Alabama,1125,Southern Seaboard
"Tuscarawas County, OH",Tuscarawas County,OH,Ohio,39157,Eastern Uplands
"Tuscola County, MI",Tuscola County,MI,Michigan,26157,Northern Crescent
"Twiggs County, GA",Twiggs County,GA,Georgia,13289,Southern Seaboard
"Twin Falls County, ID",Twin Falls County,ID,Idaho,16083,Fruitful Rim
"Tyler County, TX",Tyler County,TX,Texas,48457,Southern Seaboard
"Tyler County, WV",Tyler County,WV,West Virginia,54095,Eastern Uplands
"Tyrrell County, NC",Tyrrell County,NC,North Carolina,37177,Southern Seaboard
"Uinta County, WY",Uinta County,WY,Wyoming,56041,Basin and Range
"Uintah County, UT",Uintah County,UT,Utah,49047,Basin and Range
"Ulster County, NY",Ulster County,NY,New York,36111,Northern Crescent
"Umatilla County, OR",Umatilla County,OR,Oregon,41059,Fruitful Rim
"Unicoi County, TN",Unicoi County,TN,Tennessee,47171,Eastern Uplands
"Union County, AR",Union County,AR,Arkansas,5139,Southern Seaboard
"Union County, FL",Union County,FL,Florida,12125,Fruitful Rim
"Union County, GA",Union County,GA,Georgia,13291,Southern Seaboard
"Union County, IA",Union County,IA,Iowa,19175,Heartland
"Union County, IL",Union County,IL,Illinois,17181,Heartland
"Union County, IN",Union County,IN,Indiana,18161,Heartland
"Union County, KY",Union County,KY,Kentucky,21225,Heartland
"Union County, MS",Union County,MS,Mississippi,28145,Mississippi Portal
